seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
489,2025-04-01,2025,NIEPRAWOMOCNA,DKN.5131.10.2023,1,"Nakazuje G. M. prowadzącej działalność gospodarczą pod firmą (…) ul. (…), (…)-(…)",1,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.5ust.2;art.33ust.1;art.58ust.1lit.a;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32ust.1lit.d;art.5ust.1;art.32ust1lit.d;art.4pkt12;art.83ust.3;art.58ust.2lit.i;art.58ust.2;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.5;art.83ust.4;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2;art.83ust2lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.g;art.9ust.1;art.10;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;Art.82ust.1;art.58ust.2lit.b,by-year/2025/2025-04-01__NIEPRAWOMOCNA__DKN.5131.10.2023.txt
490,2023-11-30,2023,NIEPRAWOMOCNA,DKN.5131.26.2023,1,"nakłada na Szkołę (…) w K. z siedzibą w K. przy al. (…), za naruszenie przepisów art. 5",stwierdzając naruszenie przez Szkołę (…) w K,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.5ust.1lit.f;art.5ust.2;art.4pkt12;art.33;art.4pkt7;art.58ust.1lit.b;Art.5;art.24ust.1;art.24;art.25ust.1;Art.32ust.2;art.32ust.1lit.d;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.58ust2;art.58ust.2lit.b;art.83ust.1,by-year/2023/2023-11-30__NIEPRAWOMOCNA__DKN.5131.26.2023.txt
491,2024-03-12,2024,PRAWOMOCNA,DKN.5131.28.2023,1,nakłada na (…) Polska S.A. z siedzibą O (ul. (…)) administracyjną karę pieniężną w wyso-,stwierdzając naruszenie przez (…) Polska S,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.33ust1;art.4pkt12;art.34ust.3;art.34ust.1;art.33ust.3;art.5ust.2;art.87;art.33;art.34ust.2;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.15ust.1lit.c;art.15ust.1lit.a;art.12ust.3;art.83ust.2lit.g;art.9;art.10;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4;art.83ust.5,by-year/2024/2024-03-12__PRAWOMOCNA__DKN.5131.28.2023.txt
492,2024-04-29,2024,NIEPRAWOMOCNA,DKN.5131.29.2023,1,"stwierdzając naruszenie przez A. Sp. k. z siedzibą w T. (T., ul. (…)) przepisów art. 24 ust.",stwierdzając naruszenie przez A,odpowiedzialność administratora (art. 24 RODO),238345 zl,art.5ust.2;art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32ust.1lit.b;art.32ust.1lit.d;art.32ust1lit.d;art.5ust.1;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9ust.1;art.10;art.87;art.9;art.83ust.2lit.f;art.34;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.33;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;art.83ust.5;art.83ust.4;art.83,by-year/2024/2024-04-29__NIEPRAWOMOCNA__DKN.5131.29.2023.txt
493,2023-12-20,2023,PRAWOMOCNA,DKN.5131.32.2023,1,"nakazuje Ministrowi Zdrowia (Warszawa, ul. (…)) zawiadomienie - w terminie 3 dni","stwierdzając naruszenie przez Ministra Zdrowia (Warszawa, ul",podstawa prawna przetwarzania (art. 6 RODO),,art.5ust.1lit.a;art.5ust.1lit.f;art.5ust.2;art.32ust.1;art.33ust.3;art.33ust.3lit.c;Art.5;art.6ust.1;art.6ust.1lit.f;Art.9ust.1;art.4pkt2;art.25ust.1;art.32ust.2;art.5ust.1lita;art.24ust1;art.5ust1lit.f;art.5ust.1;art.34ust.1;art.34ust.2;art.5ust1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.g;art.83ust.2;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;art.83ust.5;art.6,by-year/2023/2023-12-20__PRAWOMOCNA__DKN.5131.32.2023.txt
494,2024-09-02,2024,NIEPRAWOMOCNA,DKN.5131.33.2023,1,"nakazuje Prokuraturze Krajowej zawiadomienie, w terminie 3 dni od dnia otrzymania",stwierdzając naruszenie przez Prokuraturę Krajową z siedzibą w Warszawie przy ul,podstawa prawna przetwarzania (art. 6 RODO),85000 zl,art.6ust.1;art.9ust.1;art.5ust.1lit.a;art.33ust.1;art.34ust.1;art.34ust.2;art.4pkt7;art.55ust.3;art.4pkt2;art.5ust.2;art.9ust.2;art.34ust.3lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.33;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.83ust2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust2lit.j;art.58ust.2lit.b;art.83ust.1,by-year/2024/2024-09-02__NIEPRAWOMOCNA__DKN.5131.33.2023.txt
495,2023-11-30,2023,NIEPRAWOMOCNA,DKN.5131.6.2023,1,nakazuje V. S.A. z siedzibą w P. ul. (…) zawiadomienie - w terminie 3 dni od dnia do-,1) stwierdzając naruszenie przez V,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.5ust.2;art.87;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4,by-year/2023/2023-11-30__NIEPRAWOMOCNA__DKN.5131.6.2023.txt
496,2023-06-21,2023,PRAWOMOCNA,DOKE.561.1.2023,1,nakłada na H. Sp. z o.o. z siedzibą w W. przy Al. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez H,privacy by design/by default (art. 25 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d,by-year/2023/2023-06-21__PRAWOMOCNA__DOKE.561.1.2023.txt
497,2023-10-06,2023,PRAWOMOCNA,DOKE.561.10.2023,1,"udziela upomnienia Pani A. D., prowadzącej działalność gospodarczą pod firmą: „S.” z",siedzibą w W,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.6ust.1;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,by-year/2023/2023-10-06__PRAWOMOCNA__DOKE.561.10.2023.txt
498,2024-04-18,2024,PRAWOMOCNA,DOKE.561.13.2023,1,udziela upomnienia Pani K. K. prowadzącej działalność gospodarczą pod firmą O. za na-,,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.58ust.1lit.a;art.34ust.4;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,by-year/2024/2024-04-18__PRAWOMOCNA__DOKE.561.13.2023.txt
499,2023-12-21,2023,PRAWOMOCNA,DOKE.561.14.2023,1,nakłada na K. sp. z o.o. sp. k. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną,stwierdzając naruszenie przez K,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,by-year/2023/2023-12-21__PRAWOMOCNA__DOKE.561.14.2023.txt
500,2023-10-19,2023,PRAWOMOCNA,DOKE.561.15.2023,1,udziela upomnienia M. spółka jawna z siedzibą w Z. (…) za naruszenie przepisów art. 31,udziela upomnienia M,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.6ust.1lit.c;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,by-year/2023/2023-10-19__PRAWOMOCNA__DOKE.561.15.2023.txt
501,2024-03-29,2024,PRAWOMOCNA,DOKE.561.16.2023,1,udziela upomnienia Panu A. K. prowadzącemu działalność gospodarczą pod firmą E. z,siedzibą w S,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.24;art.32;art.33ust.5;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,by-year/2024/2024-03-29__PRAWOMOCNA__DOKE.561.16.2023.txt
502,2024-02-29,2024,PRAWOMOCNA,DOKE.561.17.2023,1,udziela upomnienia K. Sp. z o.o. z siedzibą we W. przy ul. (…) za naruszenie art. 58 ust. 1,udziela upomnienia K,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,by-year/2024/2024-02-29__PRAWOMOCNA__DOKE.561.17.2023.txt
503,2023-12-13,2023,PRAWOMOCNA,DOKE.561.18.2023,1,nakłada na M. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w,,zasady przetwarzania danych (art. 5 RODO),,art.83ust.6;art.58ust.2;art.57ust.1lit.a;art.51;art.58ust.1;art.58ust.2lit.c;art.58ust.2lit.i;art.83ust.5lit.e;art.83ust.2;art.83ust.1;art.83;art.5ust.2;art.5ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.83ust.2lit.g;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,by-year/2023/2023-12-13__PRAWOMOCNA__DOKE.561.18.2023.txt
504,2024-04-23,2024,PRAWOMOCNA,DOKE.561.19.2023,1,udziela upomnienia Pani M. J. prowadzącej działalność gospodarczą pod firmą P. w L.,przy ul,prawo dostępu do danych (art. 15 RODO),,art.58ust.1lit.a;art.15ust.1;art.12ust.3;art.15ust.3;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,by-year/2024/2024-04-23__PRAWOMOCNA__DOKE.561.19.2023.txt
505,2023-05-22,2023,PRAWOMOCNA,DOKE.561.3.2023,1,udziela upomnienia Panu K. R. prowadzącemu działalność gospodarczą pod firmą G. z,siedzibą w W,współpraca z organem nadzorczym (art. 31 RODO),,art.15;art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2023/2023-05-22__PRAWOMOCNA__DOKE.561.3.2023.txt
506,2023-12-07,2023,PRAWOMOCNA,DOKE.561.5.2023,1,nakłada na N. Sp. z o.o. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez N,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.12ust.1;art.33ust.3lit.b;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.33;art.33ust.5;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,by-year/2023/2023-12-07__PRAWOMOCNA__DOKE.561.5.2023.txt
507,2023-11-16,2023,PRAWOMOCNA,DOKE.561.7.2023,1,nakłada na W. sp. j. z siedzibą we W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez W,podstawa prawna przetwarzania (art. 6 RODO),,art.58ust.1lit.a;art.83ust5lit.e;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.83ust.5;art.6ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d,by-year/2023/2023-11-16__PRAWOMOCNA__DOKE.561.7.2023.txt
508,2023-08-30,2023,PRAWOMOCNA,DOKE.561.8.2023,1,nakłada na A. S.A. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w kwocie,stwierdzając naruszenie przez A,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15ust.1;art.6ust.1pkt6;art.6ust.1;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.4;art.4pkt7;art.57ust.1lit.f;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.15ust.1lit.g;art.83ust.2lit.f;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,by-year/2023/2023-08-30__PRAWOMOCNA__DOKE.561.8.2023.txt
509,2023-08-10,2023,PRAWOMOCNA,DOKE.561.9.2023,1,udziela upomnienia R. Sp. z o.o. z siedzibą w O. przy ul. (…) za naruszenie przepisów art.,udziela upomnienia R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,by-year/2023/2023-08-10__PRAWOMOCNA__DOKE.561.9.2023.txt
510,2025-03-19,2025,NIEPRAWOMOCNA,DS.523.4750.2023,1,nakłada na Komendanta Głównego Policji administracyjną karę pieniężną w wysoko-,1) stwierdzając naruszenie przez Komendanta Głównego Policji z siedzibą w Warszawie (…) przy ul,zasady przetwarzania danych (art. 5 RODO),100000 zl,art.5;art.27;art.28ust.2;art.30;art.85;art.85ust.1;art.6;art.9;Art.1ust.1;art.4pkt1;art.4pkt15;art.9ust.2;art.9ust.1;art.5ust.1lit.b;art.9ust.2lit.a;art.9ust.2lit.e;art.9ust.2lit.g;art.6ust.1;art.6ust.3;art.6ust.1lit.c;art.6ust.1lit.e;art.58ust.2lit.i;art.83ust.5lit.a;art.83;art.83ust.2;art.58ust.2lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.e;art.6ust.1lit.a;art.13ust.1;art.5ust.2;art.83ust.2lit.g;art.83ust.2lit.k;art.25;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.40;art.42;art.83ust2lit.j;art.58ust.2lit.b;art.83ust.1;art.17ust.2;Art.17ust.1;art.58ust.2lit.g;art.19;art.32ust.1;art.33ust.1;art.34ust.1;art.34ust.3,by-year/2025/2025-03-19__NIEPRAWOMOCNA__DS.523.4750.2023.txt
511,2025-03-06,2025,NIEPRAWOMOCNA,DKN.5112.10.2024,1,Nakłada na J. (…) w M. „(…)” S.A. w likwidacji z siedzibą w M. za naruszenie przepi-,Stwierdza naruszenie przez J,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.32;art.24;art.32ust.1lit.d;art.32ust.2;art.32ust.4;art.35;art.28ust.2;art.30;art.85;Art.24ust.1;art.9ust.1;art.10;art.4pkt1;art.32ust.1lit.b;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.2;art.83ust.4lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.58ust2;art.58ust.2lit.b;art.83ust.5;art.83ust.1;art.83ust.4,by-year/2025/2025-03-06__NIEPRAWOMOCNA__DKN.5112.10.2024.txt
512,2024-08-20,2024,NIEPRAWOMOCNA,DKN.5131.1.2024,1,stwierdzając naruszenie przez X. S.A. (…) przepisów art. 34 ust. 1 i 2 rozporządzenia,stwierdzając naruszenie przez X,zawiadomienie osób o naruszeniu (art. 34 RODO),4053173 zl,art.34ust.1;art.34ust.2;art.34ust.4;art.33ust.3lit.b;art.5ust.1lit.a;art.87;art.33ust.3;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.34;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.e;art.12ust.3;art.6ust.1;art.5ust.1lit.f;art.6ust.1lit.f;art.58;art.15ust.1;art.15ust.3;art.15ust.1lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4;art.83ust.5,by-year/2024/2024-08-20__NIEPRAWOMOCNA__DKN.5131.1.2024.txt
513,2024-12-17,2024,PRAWOMOCNA,DKN.5131.15.2024,1,udziela A Sp. z o.o. sp.k. (ul. (…) Ł) upomnienia.,stwierdzając naruszenie przez A Sp,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.4;art.33ust.3;art.33ust.3lit.b;art.34ust.1;Art.34ust.2;art.87;art.5ust.1lit.a;art.34;art.58ust.2lit.b;art.83ust.2,by-year/2024/2024-12-17__PRAWOMOCNA__DKN.5131.15.2024.txt
514,2025-01-17,2025,NIEPRAWOMOCNA,DKN.5131.4.2024,1,"nakłada na X. z siedzibą w K. (K., ul. (…)) za naruszenie art. 5 ust. 1 lit. f), art. 5",1) stwierdzając naruszenie przez X,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.9ust.1;art.13ust.1;art.5ust.1lit.a;art.5ust.2;art.32ust.1;art.5ust.1lit.f;art.6ust.1lit.f;art.57ust.1lit.a;Art.5;art.9ust.2;art.13ust.2;art.12;art.13;art.12ust.1;art.24ust.1;art.32ust.2;art.25ust.1;art.5ust.1;art.83ust.3;art.58ust.2lit.i;art.58ust.2;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.4;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.i;art.83ust.2lit.j;art.42;art.40;art.83ust.2lit.k;art.83ust.1;Art.82ust.1;art.34ust.1;art.25;art.32;art.33,by-year/2025/2025-01-17__NIEPRAWOMOCNA__DKN.5131.4.2024.txt
515,2024-11-26,2024,NIEPRAWOMOCNA,DKN.5131.6.2024,1,Nakazuje X. ul. (…) zawiadomienie - w terminie 3 dni od dnia doręczenia niniejszej,1,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.33ust.3lit.d;art.4pkt12;art.33ust3lit.b;art.34ust3;art.34ust.3lit.a;art.33ust.3;art.33ust1;art.34ust.2;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.g;art.9ust.1;art.87;art.83ust2lit.g;art.9;art.83ust2lit.f;art.83ust.2;art.83ust.2lit.d;art.83ust2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.5;art.83ust2lit.b;art.83ust.4;art.83ust.2lit.f;art.83ust.1;art.83,by-year/2024/2024-11-26__NIEPRAWOMOCNA__DKN.5131.6.2024.txt
516,2024-10-18,2024,NIEPRAWOMOCNA,DKN.5131.7.2024,1,"stwierdzając naruszenie przez X, ul. (….), przepisów art. 37 ust. 1 lit. a) i art. 37 ust. 7","stwierdzając naruszenie przez X, ul",wyznaczenie IOD (art. 37 RODO),,art.37ust.7;art.58ust.1lit.a;art.37ust.1lit.a;art.57ust.1lit.a;art.4pkt7;art.38;art.39;art.13;art.58ust.2lit.d;art.83ust.4lit.a;art.83;art.83ust.3;art.83ust.2lit.a;art.13ust.2lit.b;art.38ust.4;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.4pkt12;art.83ust.2lit.h;art.83ust.2lit.i;art.58ust.2;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.1,by-year/2024/2024-10-18__NIEPRAWOMOCNA__DKN.5131.7.2024.txt
517,2024-11-12,2024,PRAWOMOCNA,DKN.5131.9.2024,1,"nakazuje X. w Y. (ul. (…), (…)) dostosowanie operacji przetwarzania do przepisów",1,odpowiedzialność administratora (art. 24 RODO),24555 zl,art.32ust.1;art.5ust.2;art.4pkt7;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.25ust.1;art.32ust.2;art.24ust.1;art.9;art.10;art.32ust.1lit.d;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9ust.1;art.87;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.34ust.1;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.5;art.83ust.4;art.83ust.1,by-year/2024/2024-11-12__PRAWOMOCNA__DKN.5131.9.2024.txt
518,2024-07-10,2024,PRAWOMOCNA,DOKE.561.1.2024,1,nakłada na Panią A. Z. prowadzącą działalność gospodarczą pod firmą B. z siedzibą w W,stwierdzając naruszenie przez Panią A,współpraca z organem nadzorczym (art. 31 RODO),,art.13ust.1;art.58ust.1lit.a;art.13;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.4pkt7;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5;art.83ust.4,by-year/2024/2024-07-10__PRAWOMOCNA__DOKE.561.1.2024.txt
519,2024-08-30,2024,PRAWOMOCNA,DOKE.561.4.2024,1,"nakłada na Panią A. K., prowadzącą działalność gospodarczą pod firmą B. w M. przy ul.",stwierdzając naruszenie przez Panią A,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.4pkt7;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,by-year/2024/2024-08-30__PRAWOMOCNA__DOKE.561.4.2024.txt
520,2024-11-14,2024,PRAWOMOCNA,DOKE.561.7.2024,1,udziela upomnienia Samodzielnemu Publicznemu Zakładowi Opieki Zdrowotnej w R. z,siedzibą w R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.31;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.5lite;art.83ust.4lit.a;art.58ust.2;art.83ust.2,by-year/2024/2024-11-14__PRAWOMOCNA__DOKE.561.7.2024.txt
