seq,date,status,signature,resolution,violation,violated_requirement,fine,rodo_articles,summary
495,2023-11-30,NIEPRAWOMOCNA,DKN.5131.6.2023,nakazuje V. S.A. z siedzibą w P. ul. (…) zawiadomienie - w terminie 3 dni od dnia do-,1) stwierdzając naruszenie przez V,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.5ust.2;art.87;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4,"DKN.5131.6.2023 — 2023-11-30 — NIEPRAWOMOCNA: nakazuje V. S.A. z siedzibą w P. ul. (…) zawiadomienie - w terminie 3 dni od dnia do-. Naruszenie: 1) stwierdzając naruszenie przez V. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.4pkt12, art.33ust.3lit.b, art.34ust.3, art.34ust.3lit.a, art.5ust.2, art.87, art.33ust.3, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.33, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.1, art.83ust.4."
496,2023-06-21,PRAWOMOCNA,DOKE.561.1.2023,nakłada na H. Sp. z o.o. z siedzibą w W. przy Al. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez H,privacy by design/by default (art. 25 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.83ust.5;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d,"DOKE.561.1.2023 — 2023-06-21 — PRAWOMOCNA: nakłada na H. Sp. z o.o. z siedzibą w W. przy Al. (…) administracyjną karę pieniężną w. Naruszenie: stwierdzając naruszenie przez H. Naruszony wymóg: privacy by design/by default (art. 25 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.83ust.2, art.83ust.1, art.83, art.83ust.5, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.e, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d."
497,2023-10-06,PRAWOMOCNA,DOKE.561.10.2023,"udziela upomnienia Pani A. D., prowadzącej działalność gospodarczą pod firmą: „S.” z",siedzibą w W,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.6ust.1;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,"DOKE.561.10.2023 — 2023-10-06 — PRAWOMOCNA: udziela upomnienia Pani A. D., prowadzącej działalność gospodarczą pod firmą: „S.” z. Naruszenie: siedzibą w W. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.6ust.1, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.4, art.4pkt7, art.83ust.2."
498,2024-04-18,PRAWOMOCNA,DOKE.561.13.2023,udziela upomnienia Pani K. K. prowadzącej działalność gospodarczą pod firmą O. za na-,,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.58ust.1lit.a;art.34ust.4;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,"DOKE.561.13.2023 — 2024-04-18 — PRAWOMOCNA: udziela upomnienia Pani K. K. prowadzącej działalność gospodarczą pod firmą O. za na-. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.34ust.4, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.2."
499,2023-12-21,PRAWOMOCNA,DOKE.561.14.2023,nakłada na K. sp. z o.o. sp. k. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną,stwierdzając naruszenie przez K,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,"DOKE.561.14.2023 — 2023-12-21 — PRAWOMOCNA: nakłada na K. sp. z o.o. sp. k. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną. Naruszenie: stwierdzając naruszenie przez K. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.3, art.83ust.2, art.83ust.1, art.83, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.e, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.5."
500,2023-10-19,PRAWOMOCNA,DOKE.561.15.2023,udziela upomnienia M. spółka jawna z siedzibą w Z. (…) za naruszenie przepisów art. 31,udziela upomnienia M,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.6ust.1lit.c;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,"DOKE.561.15.2023 — 2023-10-19 — PRAWOMOCNA: udziela upomnienia M. spółka jawna z siedzibą w Z. (…) za naruszenie przepisów art. 31. Naruszenie: udziela upomnienia M. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.6ust.1lit.c, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.2."
501,2024-03-29,PRAWOMOCNA,DOKE.561.16.2023,udziela upomnienia Panu A. K. prowadzącemu działalność gospodarczą pod firmą E. z,siedzibą w S,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.24;art.32;art.33ust.5;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,"DOKE.561.16.2023 — 2024-03-29 — PRAWOMOCNA: udziela upomnienia Panu A. K. prowadzącemu działalność gospodarczą pod firmą E. z. Naruszenie: siedzibą w S. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.24, art.32, art.33ust.5, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.2."
502,2024-02-29,PRAWOMOCNA,DOKE.561.17.2023,udziela upomnienia K. Sp. z o.o. z siedzibą we W. przy ul. (…) za naruszenie art. 58 ust. 1,udziela upomnienia K,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,"DOKE.561.17.2023 — 2024-02-29 — PRAWOMOCNA: udziela upomnienia K. Sp. z o.o. z siedzibą we W. przy ul. (…) za naruszenie art. 58 ust. 1. Naruszenie: udziela upomnienia K. Naruszony wymóg: warunki zgody (art. 7 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.83ust.2."
503,2023-12-13,PRAWOMOCNA,DOKE.561.18.2023,nakłada na M. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w,,zasady przetwarzania danych (art. 5 RODO),,art.83ust.6;art.58ust.2;art.57ust.1lit.a;art.51;art.58ust.1;art.58ust.2lit.c;art.58ust.2lit.i;art.83ust.5lit.e;art.83ust.2;art.83ust.1;art.83;art.5ust.2;art.5ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.83ust.2lit.g;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,"DOKE.561.18.2023 — 2023-12-13 — PRAWOMOCNA: nakłada na M. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.83ust.6, art.58ust.2, art.57ust.1lit.a, art.51, art.58ust.1, art.58ust.2lit.c, art.58ust.2lit.i, art.83ust.5lit.e, art.83ust.2, art.83ust.1, art.83, art.5ust.2, art.5ust.1, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.e, art.83ust.2lit.g, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.5."
504,2024-04-23,PRAWOMOCNA,DOKE.561.19.2023,udziela upomnienia Pani M. J. prowadzącej działalność gospodarczą pod firmą P. w L.,przy ul,prawo dostępu do danych (art. 15 RODO),,art.58ust.1lit.a;art.15ust.1;art.12ust.3;art.15ust.3;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,"DOKE.561.19.2023 — 2024-04-23 — PRAWOMOCNA: udziela upomnienia Pani M. J. prowadzącej działalność gospodarczą pod firmą P. w L.. Naruszenie: przy ul. Naruszony wymóg: prawo dostępu do danych (art. 15 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.15ust.1, art.12ust.3, art.15ust.3, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.83ust.2."
505,2023-05-22,PRAWOMOCNA,DOKE.561.3.2023,udziela upomnienia Panu K. R. prowadzącemu działalność gospodarczą pod firmą G. z,siedzibą w W,współpraca z organem nadzorczym (art. 31 RODO),,art.15;art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,"DOKE.561.3.2023 — 2023-05-22 — PRAWOMOCNA: udziela upomnienia Panu K. R. prowadzącemu działalność gospodarczą pod firmą G. z. Naruszenie: siedzibą w W. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.15, art.58ust.1lit.a, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2, art.83ust.1."
506,2023-12-07,PRAWOMOCNA,DOKE.561.5.2023,nakłada na N. Sp. z o.o. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez N,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.12ust.1;art.33ust.3lit.b;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.33;art.33ust.5;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,"DOKE.561.5.2023 — 2023-12-07 — PRAWOMOCNA: nakłada na N. Sp. z o.o. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w. Naruszenie: stwierdzając naruszenie przez N. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.12ust.1, art.33ust.3lit.b, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.33, art.33ust.5, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.3, art.83ust.2, art.83ust.1, art.83, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.e, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.5."
507,2023-11-16,PRAWOMOCNA,DOKE.561.7.2023,nakłada na W. sp. j. z siedzibą we W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez W,podstawa prawna przetwarzania (art. 6 RODO),,art.58ust.1lit.a;art.83ust5lit.e;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.83ust.2;art.83ust.1;art.83;art.83ust.5;art.6ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d,"DOKE.561.7.2023 — 2023-11-16 — PRAWOMOCNA: nakłada na W. sp. j. z siedzibą we W. przy ul. (…) administracyjną karę pieniężną w. Naruszenie: stwierdzając naruszenie przez W. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust5lit.e, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.83ust.2, art.83ust.1, art.83, art.83ust.5, art.6ust.1, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.e, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d."
508,2023-08-30,PRAWOMOCNA,DOKE.561.8.2023,nakłada na A. S.A. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w kwocie,stwierdzając naruszenie przez A,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15ust.1;art.6ust.1pkt6;art.6ust.1;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.4;art.4pkt7;art.57ust.1lit.f;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.15ust.1lit.g;art.83ust.2lit.f;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.5,"DOKE.561.8.2023 — 2023-08-30 — PRAWOMOCNA: nakłada na A. S.A. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w kwocie. Naruszenie: stwierdzając naruszenie przez A. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.15ust.1, art.6ust.1pkt6, art.6ust.1, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.31, art.83ust.4lit.a, art.83ust.3, art.83ust.2, art.83ust.1, art.83, art.83ust.4, art.4pkt7, art.57ust.1lit.f, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.e, art.15ust.1lit.g, art.83ust.2lit.f, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.40, art.42, art.83ust.2lit.k, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.5."
509,2023-08-10,PRAWOMOCNA,DOKE.561.9.2023,udziela upomnienia R. Sp. z o.o. z siedzibą w O. przy ul. (…) za naruszenie przepisów art.,udziela upomnienia R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,"DOKE.561.9.2023 — 2023-08-10 — PRAWOMOCNA: udziela upomnienia R. Sp. z o.o. z siedzibą w O. przy ul. (…) za naruszenie przepisów art.. Naruszenie: udziela upomnienia R. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.15, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.4, art.4pkt7, art.83ust.2."
510,2025-03-19,NIEPRAWOMOCNA,DS.523.4750.2023,nakłada na Komendanta Głównego Policji administracyjną karę pieniężną w wysoko-,1) stwierdzając naruszenie przez Komendanta Głównego Policji z siedzibą w Warszawie (…) przy ul,zasady przetwarzania danych (art. 5 RODO),100000 zl,art.5;art.27;art.28ust.2;art.30;art.85;art.85ust.1;art.6;art.9;Art.1ust.1;art.4pkt1;art.4pkt15;art.9ust.2;art.9ust.1;art.5ust.1lit.b;art.9ust.2lit.a;art.9ust.2lit.e;art.9ust.2lit.g;art.6ust.1;art.6ust.3;art.6ust.1lit.c;art.6ust.1lit.e;art.58ust.2lit.i;art.83ust.5lit.a;art.83;art.83ust.2;art.58ust.2lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.e;art.6ust.1lit.a;art.13ust.1;art.5ust.2;art.83ust.2lit.g;art.83ust.2lit.k;art.25;art.83ust.2lit.d;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.40;art.42;art.83ust2lit.j;art.58ust.2lit.b;art.83ust.1;art.17ust.2;Art.17ust.1;art.58ust.2lit.g;art.19;art.32ust.1;art.33ust.1;art.34ust.1;art.34ust.3,"DS.523.4750.2023 — 2025-03-19 — NIEPRAWOMOCNA: nakłada na Komendanta Głównego Policji administracyjną karę pieniężną w wysoko-. Naruszenie: 1) stwierdzając naruszenie przez Komendanta Głównego Policji z siedzibą w Warszawie (…) przy ul. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Kara: 100000 zl. Artykuły RODO (wykryte): art.5, art.27, art.28ust.2, art.30, art.85, art.85ust.1, art.6, art.9, Art.1ust.1, art.4pkt1, art.4pkt15, art.9ust.2, art.9ust.1, art.5ust.1lit.b, art.9ust.2lit.a, art.9ust.2lit.e, art.9ust.2lit.g, art.6ust.1, art.6ust.3, art.6ust.1lit.c, art.6ust.1lit.e, art.58ust.2lit.i, art.83ust.5lit.a, art.83, art.83ust.2, art.58ust.2lit.a, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.e, art.6ust.1lit.a, art.13ust.1, art.5ust.2, art.83ust.2lit.g, art.83ust.2lit.k, art.25, art.83ust.2lit.d, art.83ust.2lit.f, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.40, art.42, art.83ust2lit.j, art.58ust.2lit.b, art.83ust.1, art.17ust.2, Art.17ust.1, art.58ust.2lit.g, art.19, art.32ust.1, art.33ust.1, art.34ust.1, art.34ust.3."
511,2025-03-06,NIEPRAWOMOCNA,DKN.5112.10.2024,Nakłada na J. (…) w M. „(…)” S.A. w likwidacji z siedzibą w M. za naruszenie przepi-,Stwierdza naruszenie przez J,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.32;art.24;art.32ust.1lit.d;art.32ust.2;art.32ust.4;art.35;art.28ust.2;art.30;art.85;Art.24ust.1;art.9ust.1;art.10;art.4pkt1;art.32ust.1lit.b;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.2;art.83ust.4lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.58ust2;art.58ust.2lit.b;art.83ust.5;art.83ust.1;art.83ust.4,"DKN.5112.10.2024 — 2025-03-06 — NIEPRAWOMOCNA: Nakłada na J. (…) w M. „(…)” S.A. w likwidacji z siedzibą w M. za naruszenie przepi-. Naruszenie: Stwierdza naruszenie przez J. Naruszony wymóg: odpowiedzialność administratora (art. 24 RODO). Artykuły RODO (wykryte): art.32ust.1, art.32, art.24, art.32ust.1lit.d, art.32ust.2, art.32ust.4, art.35, art.28ust.2, art.30, art.85, Art.24ust.1, art.9ust.1, art.10, art.4pkt1, art.32ust.1lit.b, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.2, art.83ust.4lit.a, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.58ust2, art.58ust.2lit.b, art.83ust.5, art.83ust.1, art.83ust.4."
512,2024-08-20,NIEPRAWOMOCNA,DKN.5131.1.2024,stwierdzając naruszenie przez X. S.A. (…) przepisów art. 34 ust. 1 i 2 rozporządzenia,stwierdzając naruszenie przez X,zawiadomienie osób o naruszeniu (art. 34 RODO),4053173 zl,art.34ust.1;art.34ust.2;art.34ust.4;art.33ust.3lit.b;art.5ust.1lit.a;art.87;art.33ust.3;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.34;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.e;art.12ust.3;art.6ust.1;art.5ust.1lit.f;art.6ust.1lit.f;art.58;art.15ust.1;art.15ust.3;art.15ust.1lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4;art.83ust.5,"DKN.5131.1.2024 — 2024-08-20 — NIEPRAWOMOCNA: stwierdzając naruszenie przez X. S.A. (…) przepisów art. 34 ust. 1 i 2 rozporządzenia. Naruszenie: stwierdzając naruszenie przez X. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Kara: 4053173 zl. Artykuły RODO (wykryte): art.34ust.1, art.34ust.2, art.34ust.4, art.33ust.3lit.b, art.5ust.1lit.a, art.87, art.33ust.3, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.34, art.83ust.2, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.e, art.12ust.3, art.6ust.1, art.5ust.1lit.f, art.6ust.1lit.f, art.58, art.15ust.1, art.15ust.3, art.15ust.1lit.c, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2lit.k, art.83ust.2lit.d, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.1, art.83ust.4, art.83ust.5."
513,2024-12-17,PRAWOMOCNA,DKN.5131.15.2024,udziela A Sp. z o.o. sp.k. (ul. (…) Ł) upomnienia.,stwierdzając naruszenie przez A Sp,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.4;art.33ust.3;art.33ust.3lit.b;art.34ust.1;Art.34ust.2;art.87;art.5ust.1lit.a;art.34;art.58ust.2lit.b;art.83ust.2,"DKN.5131.15.2024 — 2024-12-17 — PRAWOMOCNA: udziela A Sp. z o.o. sp.k. (ul. (…) Ł) upomnienia.. Naruszenie: stwierdzając naruszenie przez A Sp. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Artykuły RODO (wykryte): art.34ust.4, art.33ust.3, art.33ust.3lit.b, art.34ust.1, Art.34ust.2, art.87, art.5ust.1lit.a, art.34, art.58ust.2lit.b, art.83ust.2."
